mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.7,"27 km SSE of Whittier, Alaska",1619704294067,1619704520093,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h0zxry,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h0zxry&format=geojson,,,,,automatic,0,44,ak,0215h0zxry,",ak0215h0zxry,",",ak,",",origin,",,,0.56,,ml,earthquake,"M 1.7 - 27 km SSE of Whittier, Alaska"
0.01,"10km NE of Aguanga, CA",1619704024330,1619712772060,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634591,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634591&format=geojson,,,,,reviewed,0,0,ci,39634591,",ci39634591,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.02305,0.12,104.0,ml,earthquake,"M 0.0 - 10km NE of Aguanga, CA"
2.5,"48 km ENE of Denali National Park, Alaska",1619704022460,1619709660040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h0z0e5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h0z0e5&format=geojson,,,,,automatic,0,96,ak,0215h0z0e5,",us7000dyjg,ak0215h0z0e5,",",us,ak,",",origin,phase-data,",,,1.0,,ml,earthquake,"M 2.5 - 48 km ENE of Denali National Park, Alaska"
1.5,"70 km NW of Skwentna, Alaska",1619703636623,1619703938154,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h0xlht,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h0xlht&format=geojson,,,,,automatic,0,35,ak,0215h0xlht,",ak0215h0xlht,",",ak,",",origin,",,,0.51,,ml,earthquake,"M 1.5 - 70 km NW of Skwentna, Alaska"
1.6,"8 km SE of Dollar Point, California",1619703461350,1619734514833,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00806127,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00806127&format=geojson,,,,,reviewed,0,39,nn,00806127,",nn00806127,",",nn,",",origin,phase-data,",26.0,0.085,0.2748,58.47,ml,earthquake,"M 1.6 - 8 km SE of Dollar Point, California"
0.99,"11km ESE of Mammoth Lakes, CA",1619703345950,1619710210888,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556045,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556045&format=geojson,,,,,reviewed,0,15,nc,73556045,",nc73556045,",",nc,",",nearby-cities,origin,phase-data,",21.0,0.005663,0.03,95.0,md,earthquake,"M 1.0 - 11km ESE of Mammoth Lakes, CA"
3.4,Central Alaska,1619703195301,1619723724762,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h0w1f5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h0w1f5&format=geojson,,,3.79,,reviewed,0,178,ak,0215h0w1f5,",us7000dyj9,ak0215h0w1f5,",",us,ak,",",origin,phase-data,shakemap,",,,0.72,,ml,earthquake,M 3.4 - Central Alaska
3.9,off the coast of Oregon,1619703180309,1619712553040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dyjc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dyjc&format=geojson,,,,,reviewed,0,234,us,7000dyjc,",us7000dyjc,",",us,",",origin,phase-data,",,3.165,0.58,249.0,mb,earthquake,M 3.9 - off the coast of Oregon
-0.05,"9km NW of The Geysers, CA",1619703051100,1619764515968,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556040,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556040&format=geojson,,,,,reviewed,0,0,nc,73556040,",nc73556040,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.008655,0.02,70.0,md,earthquake,"M -0.1 - 9km NW of The Geysers, CA"
2.4,"18 km E of Smiley, Texas",1619703026371,1620056927134,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021iiqc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021iiqc&format=geojson,,,,,reviewed,0,89,tx,2021iiqc,",us7000dyry,tx2021iiqc,",",us,tx,",",origin,phase-data,",19.0,0.02692274827,0.2,70.0,ml,earthquake,"M 2.4 - 18 km E of Smiley, Texas"
2.0,"18 km E of Smiley, Texas",1619702753191,1620059832878,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021iipy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021iipy&format=geojson,,,,,reviewed,0,62,tx,2021iipy,",tx2021iipy,",",tx,",",origin,phase-data,",12.0,0.02938233395,0.2,75.0,ml,earthquake,"M 2.0 - 18 km E of Smiley, Texas"
4.1,off the coast of Oregon,1619702695420,1619712904040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dyj7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dyj7&format=geojson,,,,,reviewed,0,259,us,7000dyj7,",us7000dyj7,",",us,",",origin,phase-data,",,3.012,0.64,249.0,mb,earthquake,M 4.1 - off the coast of Oregon
1.66,"6 km ESE of Ratliff City, Oklahoma",1619702598600,1619812291088,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021iipw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021iipw&format=geojson,,,,,reviewed,0,42,ok,2021iipw,",ok2021iipw,",",ok,",",origin,phase-data,",23.0,0.05668887571,0.28,100.0,ml,earthquake,"M 1.7 - 6 km ESE of Ratliff City, Oklahoma"
0.99,"21 km ENE of Honaunau-Napoopoo, Hawaii",1619700909290,1619717388540,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72447332,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72447332&format=geojson,,,,,reviewed,0,15,hv,72447332,",hv72447332,",",hv,",",origin,phase-data,",14.0,,0.09,130.0,md,earthquake,"M 1.0 - 21 km ENE of Honaunau-Napoopoo, Hawaii"
2.0,"11 km ESE of Womens Bay, Alaska",1619700634130,1619703095136,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h0eafl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h0eafl&format=geojson,,,,,automatic,0,62,ak,0215h0eafl,",ak0215h0eafl,",",ak,",",origin,",,,0.68,,ml,earthquake,"M 2.0 - 11 km ESE of Womens Bay, Alaska"
1.85000002,"1 km SW of Pāhala, Hawaii",1619700505140,1619700707030,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72447322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72447322&format=geojson,,,,,automatic,0,53,hv,72447322,",hv72447322,",",hv,",",origin,phase-data,",47.0,,0.140000001,136.0,md,earthquake,"M 1.9 - 1 km SW of Pāhala, Hawaii"
0.99,"12km NNE of Cloverdale, CA",1619700159370,1620331821971,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556030,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556030&format=geojson,,,,,reviewed,0,15,nc,73556030,",nc73556030,",",nc,",",nearby-cities,origin,phase-data,",28.0,0.06484,0.05,141.0,md,earthquake,"M 1.0 - 12km NNE of Cloverdale, CA"
3.0,"45 km WNW of Akhiok, Alaska",1619700028796,1619700870142,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h0c4p2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h0c4p2&format=geojson,,,,,automatic,0,138,ak,0215h0c4p2,",ak0215h0c4p2,",",ak,",",origin,",,,0.9,,ml,earthquake,"M 3.0 - 45 km WNW of Akhiok, Alaska"
1.8,"88 km NNW of Aleneva, Alaska",1619700028256,1619721269644,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h0c4uq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h0c4uq&format=geojson,,,,,reviewed,0,50,ak,0215h0c4uq,",ak0215h0c4uq,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 1.8 - 88 km NNW of Aleneva, Alaska"
1.39,"14km E of Ocotillo, CA",1619699794090,1619703208939,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634511&format=geojson,,,,,reviewed,0,30,ci,39634511,",ci39634511,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.1221,0.21,158.0,ml,earthquake,"M 1.4 - 14km E of Ocotillo, CA"
0.8,"38 km SW of Dry Creek, Alaska",1619699562834,1619699747170,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h0ag8r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h0ag8r&format=geojson,,,,,automatic,0,10,ak,0215h0ag8r,",ak0215h0ag8r,",",ak,",",origin,",,,0.59,,ml,earthquake,"M 0.8 - 38 km SW of Dry Creek, Alaska"
2.88,Puerto Rico region,1619699496410,1619700654281,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021119004,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021119004&format=geojson,,,,,reviewed,0,128,pr,2021119004,",pr2021119004,",",pr,",",origin,phase-data,",15.0,0.1751,0.1,134.0,md,earthquake,M 2.9 - Puerto Rico region
1.19,"68 km ESE of West Yellowstone, Montana",1619699413980,1619703122610,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60434602,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60434602&format=geojson,,,,,reviewed,0,22,uu,60434602,",uu60434602,",",uu,",",origin,phase-data,",17.0,0.03366,0.19,72.0,ml,earthquake,"M 1.2 - 68 km ESE of West Yellowstone, Montana"
1.2,"80 km SSW of Harding-Birch Lakes, Alaska",1619699153275,1619699346194,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h08z1b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h08z1b&format=geojson,,,,,automatic,0,22,ak,0215h08z1b,",ak0215h08z1b,",",ak,",",origin,",,,0.36,,ml,earthquake,"M 1.2 - 80 km SSW of Harding-Birch Lakes, Alaska"
5.1,Kermadec Islands region,1619699127648,1619700150040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dyix,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dyix&format=geojson,,,,,reviewed,0,400,us,7000dyix,",us7000dyix,",",us,",",origin,phase-data,",,1.002,1.22,127.0,mb,earthquake,M 5.1 - Kermadec Islands region
3.0,"170 km W of Ferndale, California",1619698990239,1620299147040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dyiw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dyiw&format=geojson,,,,,reviewed,0,138,us,7000dyiw,",nc73556025,us7000dyiw,",",nc,us,",",nearby-cities,origin,phase-data,scitech-link,",,1.472,0.5,255.0,ml,earthquake,"M 3.0 - 170 km W of Ferndale, California"
0.85,"8km W of Cobb, CA",1619698794400,1619698890132,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556015,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556015&format=geojson,,,,,automatic,0,11,nc,73556015,",nc73556015,",",nc,",",nearby-cities,origin,phase-data,",22.0,0.01315,0.02,63.0,md,earthquake,"M 0.9 - 8km W of Cobb, CA"
1.8,"61 km SW of Cantwell, Alaska",1619698783352,1619699185576,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h07nxn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h07nxn&format=geojson,,,,,automatic,0,50,ak,0215h07nxn,",ak0215h07nxn,",",ak,",",origin,",,,0.51,,ml,earthquake,"M 1.8 - 61 km SW of Cantwell, Alaska"
2.0,"3 km WSW of Stanley, Idaho",1619698701680,1619705306340,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80499939,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80499939&format=geojson,,,,,reviewed,0,62,mb,80499939,",mb80499939,",",mb,",",origin,phase-data,",8.0,0.005,0.21,123.0,ml,earthquake,"M 2.0 - 3 km WSW of Stanley, Idaho"
0.9,"38 km NE of Paxson, Alaska",1619697685921,1619697952647,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h03rqp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h03rqp&format=geojson,,,,,automatic,0,12,ak,0215h03rqp,",ak0215h03rqp,",",ak,",",origin,",,,0.5,,ml,earthquake,"M 0.9 - 38 km NE of Paxson, Alaska"
0.44,"8km NW of The Geysers, CA",1619697176390,1619754519461,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556010,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556010&format=geojson,,,,,reviewed,0,3,nc,73556010,",nc73556010,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.007069,0.01,56.0,md,earthquake,"M 0.4 - 8km NW of The Geysers, CA"
1.27,"16km E of Ocotillo, CA",1619696845320,1619703232252,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634439,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634439&format=geojson,,,,,reviewed,0,25,ci,39634439,",ci39634439,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.126,0.16,176.0,ml,earthquake,"M 1.3 - 16km E of Ocotillo, CA"
1.23,"16km E of Ocotillo, CA",1619696292950,1619730118707,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634431,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634431&format=geojson,,,,,reviewed,0,23,ci,39634431,",ci39634431,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.1257,0.2,103.0,ml,earthquake,"M 1.2 - 16km E of Ocotillo, CA"
0.9,"5 km SSE of Fox, Alaska",1619695827893,1619696028646,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215gzok1x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215gzok1x&format=geojson,,,,,automatic,0,12,ak,0215gzok1x,",ak0215gzok1x,",",ak,",",origin,",,,0.41,,ml,earthquake,"M 0.9 - 5 km SSE of Fox, Alaska"
0.89,"19 km WNW of Cedar City, Utah",1619695228820,1619711110570,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60434597,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60434597&format=geojson,,,,,reviewed,0,12,uu,60434597,",uu60434597,",",uu,",",origin,phase-data,",9.0,0.1424,0.07,105.0,md,earthquake,"M 0.9 - 19 km WNW of Cedar City, Utah"
0.85,"7km NW of The Geysers, CA",1619694897310,1619694996610,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556005,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556005&format=geojson,,,,,automatic,0,11,nc,73556005,",nc73556005,",",nc,",",nearby-cities,origin,phase-data,",7.0,0.008042,0.01,181.0,md,earthquake,"M 0.9 - 7km NW of The Geysers, CA"
0.92,"19km E of Little Lake, CA",1619694306240,1619729349590,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634423,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634423&format=geojson,,,,,reviewed,0,13,ci,39634423,",ci39634423,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.04826,0.07,67.0,ml,earthquake,"M 0.9 - 19km E of Little Lake, CA"
1.84000003,"5 km S of Pāhala, Hawaii",1619694231410,1619694419160,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72447227,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72447227&format=geojson,,,,,automatic,0,52,hv,72447227,",hv72447227,",",hv,",",origin,phase-data,",47.0,,0.140000001,156.0,md,earthquake,"M 1.8 - 5 km S of Pāhala, Hawaii"
4.9,"17 km WSW of Infiernillo (Morelos de Infiernillo), Mexico",1619694159719,1619893546268,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dyif,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dyif&format=geojson,5.0,3.1,,,reviewed,0,371,us,7000dyif,",us7000dyif,",",us,",",dyfi,origin,phase-data,",,1.634,0.78,166.0,mww,earthquake,"M 4.9 - 17 km WSW of Infiernillo (Morelos de Infiernillo), Mexico"
4.5,"15 km S of Las Cañas, Mexico",1619694146438,1619709676428,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dyih,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dyih&format=geojson,2.0,2.7,,,reviewed,0,312,us,7000dyih,",us7000dyih,",",us,",",dyfi,origin,phase-data,",,1.398,0.98,163.0,mb,earthquake,"M 4.5 - 15 km S of Las Cañas, Mexico"
5.3,off the coast of Oregon,1619693915848,1620904126841,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dyid,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dyid&format=geojson,7.0,2.0,,,reviewed,1,434,us,7000dyid,",us7000dyid,at00qsbntq,usauto7000dyid,",",us,at,usauto,",",dyfi,impact-link,internal-moment-tensor,moment-tensor,oaf,origin,phase-data,trump-origin,",,2.891,1.45,88.0,mww,earthquake,M 5.3 - off the coast of Oregon
-0.46,"86 km NNW of Karluk, Alaska",1619693786500,1619764589150,,https://earthquake.usgs.gov/earthquakes/eventpage/av91025558,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91025558&format=geojson,,,,,reviewed,0,0,av,91025558,",av91025558,",",av,",",origin,phase-data,",6.0,,0.07,164.0,ml,earthquake,"M -0.5 - 86 km NNW of Karluk, Alaska"
-0.6,"64 km ENE of Pedro Bay, Alaska",1619693699620,1619729044240,,https://earthquake.usgs.gov/earthquakes/eventpage/av91229931,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91229931&format=geojson,,,,,reviewed,0,0,av,91229931,",av91229931,",",av,",",origin,phase-data,",4.0,,0.12,208.0,ml,earthquake,"M -0.6 - 64 km ENE of Pedro Bay, Alaska"
1.15,"7km NW of The Geysers, CA",1619693107980,1619694906872,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73555995,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73555995&format=geojson,,,,,automatic,0,20,nc,73555995,",nc73555995,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",28.0,0.01024,0.02,50.0,md,earthquake,"M 1.2 - 7km NW of The Geysers, CA"
1.83000004,"4 km SSW of Pāhala, Hawaii",1619692877970,1619693074640,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72447212,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72447212&format=geojson,,,,,automatic,0,52,hv,72447212,",hv72447212,",",hv,",",origin,phase-data,",47.0,,0.109999999,104.0,md,earthquake,"M 1.8 - 4 km SSW of Pāhala, Hawaii"
1.1,"29 km SE of Mina, Nevada",1619692634299,1619732462012,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00806117,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00806117&format=geojson,,,,,reviewed,0,19,nn,00806117,",nn00806117,",",nn,",",origin,phase-data,",20.0,0.027,0.0849,109.13,ml,earthquake,"M 1.1 - 29 km SE of Mina, Nevada"
1.7,"57 km SW of Haines Junction, Canada",1619692615647,1619693222244,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215gz4gvw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215gz4gvw&format=geojson,,,,,automatic,0,44,ak,0215gz4gvw,",ak0215gz4gvw,",",ak,",",origin,",,,0.3,,ml,earthquake,"M 1.7 - 57 km SW of Haines Junction, Canada"
5.2,off the coast of Oregon,1619692546237,1620902760753,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dyib,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dyib&format=geojson,2.0,2.2,0.0,green,reviewed,1,416,us,7000dyib,",us7000dyib,at00qsbmrr,usauto7000dyib,",",us,at,usauto,",",dyfi,impact-link,internal-moment-tensor,losspager,moment-tensor,oaf,origin,phase-data,shakemap,trump-origin,",,3.067,1.58,93.0,mww,earthquake,M 5.2 - off the coast of Oregon
5.4,"287 km WNW of Bandon, Oregon",1619692225463,1620975938869,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dyia,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dyia&format=geojson,12.0,5.6,0.0,green,reviewed,0,455,us,7000dyia,",us7000dyia,usauto7000dyia,",",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,oaf,origin,phase-data,shakemap,",,2.73,1.17,201.0,mww,earthquake,"M 5.4 - 287 km WNW of Bandon, Oregon"
0.55,"8km WNW of The Geysers, CA",1619692089110,1620116752589,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73555980,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73555980&format=geojson,,,,,reviewed,0,5,nc,73555980,",nc73555980,",",nc,",",nearby-cities,origin,phase-data,",6.0,0.004984,0.01,96.0,md,earthquake,"M 0.6 - 8km WNW of The Geysers, CA"
4.3,off the coast of Oregon,1619691916335,1619694228908,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dyi9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dyi9&format=geojson,,,,,reviewed,0,284,us,7000dyi9,",us7000dyi9,",",us,",",origin,phase-data,trump-origin,",,2.833,1.48,197.0,mb,earthquake,M 4.3 - off the coast of Oregon
0.75,"9km NE of Aguanga, CA",1619691907020,1619703273850,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634415,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634415&format=geojson,,,,,reviewed,0,9,ci,39634415,",ci39634415,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",34.0,0.01585,0.14,31.0,ml,earthquake,"M 0.8 - 9km NE of Aguanga, CA"
0.62,"37 km NNE of Amboy, Washington",1619691557020,1619721054750,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61718767,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61718767&format=geojson,,,,,reviewed,0,6,uw,61718767,",uw61718767,",",uw,",",origin,phase-data,",13.0,0.001453,0.12,71.0,ml,earthquake,"M 0.6 - 37 km NNE of Amboy, Washington"
1.24,"7km N of Yucca Valley, CA",1619691459530,1619703283110,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634407,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634407&format=geojson,,,,,reviewed,0,24,ci,39634407,",ci39634407,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",34.0,0.03659,0.18,81.0,ml,earthquake,"M 1.2 - 7km N of Yucca Valley, CA"
1.5,"54 km WNW of Happy Valley, Alaska",1619691251534,1619691507607,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215gyznpm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215gyznpm&format=geojson,,,,,automatic,0,35,ak,0215gyznpm,",ak0215gyznpm,",",ak,",",origin,",,,0.36,,ml,earthquake,"M 1.5 - 54 km WNW of Happy Valley, Alaska"
1.3,"12 km NNW of Willow, Alaska",1619691139194,1619692369742,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215gyz8y6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215gyz8y6&format=geojson,,,,,automatic,0,26,ak,0215gyz8y6,",ak0215gyz8y6,",",ak,",",origin,",,,0.71,,ml,earthquake,"M 1.3 - 12 km NNW of Willow, Alaska"
1.5,"86 km WNW of Petersville, Alaska",1619690765173,1619691096370,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215gyxtpe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215gyxtpe&format=geojson,,,,,automatic,0,35,ak,0215gyxtpe,",ak0215gyxtpe,",",ak,",",origin,",,,0.67,,ml,earthquake,"M 1.5 - 86 km WNW of Petersville, Alaska"
